cuce,entidad,objeto_de_contratacion,subasta,fecha_Presentación,archivos
25-0041-05-1531488-1-2,Pro-Bolivia,"Adquisición De Ordeñadora Fija De Tres Bajadas, Ordeñadora Fija De Dos Bajadas, Tachos De Acero Inoxidable De 40 Lt; Para La Ip: Fortalecimiento De Las Condiciones De Ordeño, Con La Incorporación De Tecnología En La Asociación De Productores Lecheros Del Valle Alto A.P.L.V.A. Del Municipio De Punata Del Departamento De Cochabamba",Si,07/04/2025,"Especificaciones Tecnicas
Documento Base de Contratacion
Convocatoria"
25-0951-00-1538287-1-1,Banco Central De Bolivia - Bcb,"Adquisicion De Un Software De Prevencion Y Gestion De Riesgos De Legitimacion De Ganancias Ilicitas, Financiamiento Del Terrorismo Y Financiamiento De La Proliferacion De Armas De Destruccion Masiva",Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0904-04-1534414-1-1,Hospital General San Juan De Dios,Contratación Anpe Nro. 6 (Seis) Farmacia Institucional - Sus,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1755-00-1537678-1-1,Gobierno Autonomo Municipal De Cuatro Canadas,Adquisición De Insumos Médicos Del Seguro Universal De Salud Para Los Establecimientos De Salud Municipal De Cuatro Cañadas,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0680-00-1538137-1-1,Contraloria General Del Estado,Adquisición De Memorias Para Servidores,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria
Acta Reunion de Aclaracion"
25-1701-00-1534806-1-1,Gobierno Autonomo Municipal De Santa Cruz De La Sierra,"Adquisicion De Reactivos E Insumos Para Laboratorio Del Hospital Municipal Bajio Del Oriente, Primer Pedido, Sms",Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0904-04-1530851-1-1,Hospital General San Juan De Dios,Pedido 7/25 Adqusicion De Reactivos Para El Area De Biologia Molecular,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1413-00-1537963-1-1,Gobierno Autonomo Municipal De San Pedro De Totora,Adquisición De Productos-Alimento Complementario Para Las Unidades Educativas Del Distrito Educativo Totora Gestion 2025,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0417-01-1537895-1-1,Caja Nacional De Salud (Regional Tarija),"Adquisicion De Medicamento Oncologico, Para Regencia De Farmacia.",Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1702-00-1537470-1-1,Gobierno Autonomo Municipal De Cotoca,Compra De Insumos Médicos Para El Sistema Único De Salud Del H.M.V.C. Y Sus 17 Centros De Salud,Si,04/04/2025,"Documento Base de Contratacion
Especificaciones Tecnicas
Convocatoria"
25-0660-07-1528507-1-2,Direccion Administrativa Y Financiera - Organo Judicial - Santa Cruz,Primera Adquisicion De Toner Para Impresoras Brother Para Stock De Almacen Del Organo Judicial Distrito Santa Cruz - Gestion 2025,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0903-13-1537712-1-1,Banco De Sangre De Referencia Departamental Cochabamba,Sueros Hemoclasificadores,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0287-04-1536960-1-1,Fondo Nacional De Inversion Productiva Y Social - Chuquisaca,"Adquisicion De Carro Frigorifico Cap. 2 Tn, Para El Proyecto: ""Const. Planta Procesadora De Carne Y Sus Derivados Sopachuy (Sopachuy)""",Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1701-00-1536804-1-1,Gobierno Autonomo Municipal De Santa Cruz De La Sierra,"Adquisicion De Medicamentos Para La Farmacia Del Hospital Municipal Frances, Primer Pedido, Sms",Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0902-40-1537241-1-1,"Hospital Del Niño ""Dr. Ovidio Aliaga Uria""",Adquisicion De Antimicrobianos,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1801-00-1538032-1-1,Gobierno Autonomo Municipal De Santisima Trinidad,Provision De Menu Variado Ii Area Urbana Para La Dotacion De Alimentacion Complementaria Escolar Primer Semestre Gestion 2025,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1304-00-1537546-1-1,Gobierno Autonomo Municipal De Tiquipaya,Compra De Los Alimentos Frescos Y Secos Para El Servicio De Alimentación Del Hospital Tiquipaya Y Centro De Salud Distrito-5 Para 5 Meses Gestión 2025,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1801-00-1538006-1-1,Gobierno Autonomo Municipal De Santisima Trinidad,Provision De Yogurt Bebible Para La Dotacion De Alimentacion Complementaria Escolar Primer Semestre Gestion 2025,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1704-00-1537381-1-1,Gobierno Autonomo Municipal De La Guardia,Adquisición De Insumos Y Medicamentos Para La Unidad De Hemodiálisis Para Los Pacientes (Sus) Del Municipio De La Guardia.,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1801-00-1537951-1-1,Gobierno Autonomo Municipal De Santisima Trinidad,Provision De Leche Con Chocolate Para La Dotacion De Alimentacion Complementaria Escolar Primer Semestre Gestion 2025,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1521-00-1536869-1-1,"Gobierno Autonomo Municipal De Colcha""K"" (Villa Martin)","Adquisicion De Medicamentos E Insumos Medicos Para La Red De Servicios De Salud Del Municipio De Colcha ""K"" Primer Semestre (Servicios De Salud Universal Y Gratuita - Sus)",Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1801-00-1537937-1-1,Gobierno Autonomo Municipal De Santisima Trinidad,Provision De Cereal Sabor Chocolate Para La Dotacion De Alimentacion Complementaria Escolar Primer Semestre Gestion 2025,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0781-00-1537888-1-1,Servicio Municipal De Agua Potable Y Alcantarillado - Semapa,Adquisición De Llantas Y Neumáticos Para La Unidad De Mtto. De Vehículos Y Equipos Gestión 2025,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0903-18-1537341-1-1,Hospital Materno Infantil German Urquidi,Compra De Medicamentos Declarados Desiertos En Proceso De Compra De Medicamentos Del Pnlcc Para El Servicio De Gineco Oncologia Del Hospital Materno Infantil German Urquidi,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0901-02-1537933-1-1,Servicio Departamental De Salud Chuquisaca,Adquisición De Inmunoglobulina Humana Normal Inyectable 5g Iv Para El Sus 1er Trimestre 2025 Para Los Pacientes Del Hospital Santa Barbara,Si,04/04/2025,"Documento Base de Contratacion
Aprobación de la entidad para elaboración del DBC (no existe modelo del Organo Rector)
Convocatoria"
25-1701-00-1536466-1-1,Gobierno Autonomo Municipal De Santa Cruz De La Sierra,"Adquisicion De Hilos De Sutura Para El Hospital Municipal Bajio Del Oriente, Sms",Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1103-00-1537711-1-1,Gobierno Autonomo Municipal De Poroma,Adquisición De Complemento Nutricional Para El Adulto Mayor (Carmelo),Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0417-03-1537469-1-1,Caja Nacional De Salud Regional Santa Cruz,90 Caja Placas Digitales Medidas 25x30x125 Cm Para Rayos X Contrastado- Servicio De Imagenologia-Hospital Obrero # 3,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0907-00-1537247-1-1,Gobierno Autónomo Departamental De Santa Cruz,Adquisicion De Alimentacion Hospitalaria Para El Banco De Sangre Regional Santa Cruz Bsrsc Sdsdh,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0599-00-1537636-1-1,Empresa Boliviana De Alimentos Y Derivados-Eba,"Adquisición De Pallets Para Las Plantas Pertenecientes A La Gerencia De Línea Apícola, Liofilizados, Stevia Y Granos – Eba",Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0905-07-1535172-1-1,Hospital Tercer Nivel Potosi,Adquisición De Instrumental Para Quirófano Del Servicio De Otorrinolaringología,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1530-00-1536021-1-1,Gobierno Autonomo Municipal De Uyuni,Adquisición De Medicamentos E Insumos Para La Ley 1152 Primer Nivel De Atencion Rssm Safci Uyuni Gestión 2025,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0207-04-1534518-1-1,Agencia Nacional De Hidrocarburos,Adquisicion De Toners Y Cartuchos De Tinta A Nivel Nacional,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1301-00-1537375-1-1,Gobierno Autonomo Municipal De Cochabamba,Adquisición De Material De Oficina Para Hospitales De Segundo Nivel De La Red Cercado,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1301-00-1537635-1-1,Gobierno Autonomo Municipal De Cochabamba,Planta De Tratamiento De Aguas Servidas,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0389-00-1534610-1-1,Navegacion Aerea Y Aeropuertos Bolivianos,Adquisicion De Material De Escritorio,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0411-00-1526774-1-2,Corporacion Del Seguro Social Militar - Cossmil,"Adquisición De Material Odontológico E Insumos Médicos - Gerencia De Salud, Gestión 2025",Si,04/04/2025,"Documento Base de Contratacion
Convocatoria
Especificaciones Tecnicas"
25-2303-00-1537577-1-1,Empresa Municipal De Areas Verdes Y Recreacion Alternativa - Emavra,Adquisicion De Material Ferrico Y Otros Para El Proyecto “Const. Prado Humberto Asin D.14” Contrato Modificatorio N° 1,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0046-21-1527098-2-2,Seguro Social Universitario - Cochabamba,Adquisicion De Contador Hematologico,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0903-06-1537558-1-1,Servicio Departamental De Caminos - Cochabamba,Adquisiciójn De Cemento Asfáltico Conv. 60/70 Gestión 2025,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0389-00-1537370-1-1,Navegacion Aerea Y Aeropuertos Bolivianos,Adquisición De Material Eléctrico Para Sistemas De Ayudas Visuales Dependientes De La Regional La Paz,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1701-14-1537056-1-1,Unidad Operativa Desconcentrada De Alumbrado Publico,"Adquisicion De Materiales Electricos Para El Sistema De Alumbrado, Uodap",Si,04/04/2025,"Documento Base de Contratacion
Convocatoria
Resolucion de aprobacion del DBC"
25-0906-03-1537340-1-1,Servicio Departamental De Salud Tarija - Sedes,Adquisicion De Peliculas Digitales Diferentes Medidas Para El Hospital Regional San Juan De Dios,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion
Especificaciones Tecnicas"
25-0417-03-1528344-2-1,Caja Nacional De Salud Regional Santa Cruz,4.000 Ampolla/Inyectable Colistina 100 Mg- Supervision Regional De Farmacia,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0417-03-1526770-2-1,Caja Nacional De Salud Regional Santa Cruz,100.000 Ampolla Inyectable Acido Ascorbico (Vitamina C) 500 Mg/Ml (2ml) – Supervisior Regional De Farmacia,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1121-00-1533036-1-1,Gobierno Autonomo Municipal De Incahuasi,Adquisicion De Medicamentos E Insumos Con La Ley 1152 Sus Para Centros Y Puestos De Salud Primer Semestre Gestion 2025 Gob. Aut. Municipal De Incahuasi,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0081-00-1528112-1-2,"Ministerio De Obras Publicas , Servicios Y Vivienda","Primera Adquisicion De Toner Para El Ministerio De Obras Publicas, Servicios Y Vivienda",Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0418-03-1536543-1-1,Caja Petrolera De Salud Departamental Cochabamba,Adquisicion De Cateter Doble Y Canastas Nitinol Para Extraccion De Calculos,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1501-00-1518834-2-2,Gobierno Autonomo Municipal De Potosi,Adquisición De Bienes De Consumo (Desayunos) Área Dispersa Gestión 2025 - Programa Alimentacion Complementaria (Desayuno Escolar),Si,04/04/2025,"Convocatoria
Documento Base de Contratacion
Resolucion/Documento de Suspension
Resolucion/Documento de Reanudacion"
